DAUID,Province or territory,CISR Dimension 1 Scores,CISR Dimension 2 Scores,CISR Dimension 3 Scores,CISR Scores,CISR Quintiles,CISR Most Resilient Dimension
48111689,Alberta,-0.14611,1.40845,-1.5636,-0.10042,3,Dimension 2
48111690,Alberta,-0.15045,0.73736,-0.39567,0.06375,3,Dimension 2
48111691,Alberta,0.08011,0.88896,0.88723,0.61876,5,Dimension 2
48111692,Alberta,-0.38087,0.93062,0.07615,0.20863,4,Dimension 2
48111693,Alberta,-0.69329,0.37968,0.40593,0.03077,3,Dimension 3
48111694,Alberta,-1.47418,-0.33256,0.26138,-0.51512,2,Dimension 3
48111695,Alberta,-0.92959,0.88806,0.85304,0.27051,4,Dimension 2
48111696,Alberta,-0.55972,0.64703,1.28389,0.45707,4,Dimension 3
48111697,Alberta,-0.44461,1.55278,1.78138,0.96318,5,Dimension 3
48111700,Alberta,-0.69152,0.89199,0.66273,0.28773,4,Dimension 2
48111701,Alberta,0.11211,0.28747,0.78658,0.39539,4,Dimension 3
48111702,Alberta,-0.71687,1.05555,0.60451,0.31439,4,Dimension 2
48111704,Alberta,-0.78639,0.67555,-0.78958,-0.30014,2,Dimension 2
48111705,Alberta,-0.20712,0.79296,0.72782,0.43789,4,Dimension 2
48111708,Alberta,-0.38763,0.72477,-0.39732,-0.02006,3,Dimension 2
48111712,Alberta,-1.07071,1.10294,-0.1591,-0.04229,3,Dimension 2
48111713,Alberta,-0.38204,-0.19236,-0.19517,-0.25652,2,Dimension 2
48111714,Alberta,-0.33001,-0.03154,-0.85438,-0.40531,2,Dimension 2
48111715,Alberta,-1.17708,-1.5898,0.33609,-0.81026,1,Dimension 3
48111716,Alberta,-2.01659,-0.04733,0.47472,-0.52973,2,Dimension 3
48111717,Alberta,-0.70235,0.40102,-0.12257,-0.1413,3,Dimension 2
48111718,Alberta,-0.94049,-0.36075,-2.84181,-1.38102,1,Dimension 2
48111719,Alberta,-0.6108,-1.15692,-0.31041,-0.69271,1,Dimension 3
48111720,Alberta,-0.71739,-1.45084,-0.95502,-1.04108,1,Dimension 1
48111721,Alberta,-0.21532,-0.19691,-5.3523,-1.92151,1,Dimension 2
48111722,Alberta,-0.59387,-1.01513,-0.46198,-0.69033,1,Dimension 3
48111723,Alberta,-0.36109,0.6906,-0.96968,-0.21339,2,Dimension 2
48111724,Alberta,-0.6688,0.30826,-0.64065,-0.33373,2,Dimension 2
48111725,Alberta,-0.55536,0.41457,0.14347,0.00089,3,Dimension 2
48111726,Alberta,-0.33576,0.01407,1.64738,0.4419,4,Dimension 3
48111727,Alberta,-0.78216,0.87856,0.57301,0.22314,4,Dimension 2
48111728,Alberta,-0.68891,0.41977,0.46129,0.06405,3,Dimension 3
48111729,Alberta,-0.29097,0.15898,1.01728,0.2951,4,Dimension 3
48111730,Alberta,-0.47613,-0.0955,1.34517,0.25785,4,Dimension 3
48111731,Alberta,-0.86723,0.32404,-1.34701,-0.63007,1,Dimension 2
48111732,Alberta,-0.25365,0.56736,-0.90862,-0.19831,2,Dimension 2
48111734,Alberta,-0.10058,0.81685,-0.52713,0.06305,3,Dimension 2
48111735,Alberta,0.15694,1.14433,-1.35354,-0.01742,3,Dimension 2
48111740,Alberta,-0.81833,0.45191,0.02795,-0.11282,3,Dimension 2
48111741,Alberta,-1.18535,0.13731,-0.25017,-0.43274,2,Dimension 2
48111744,Alberta,-1.41766,-0.36311,-0.61609,-0.79895,1,Dimension 2
48111745,Alberta,-0.93286,0.83231,-0.64648,-0.24901,2,Dimension 2
48111746,Alberta,-0.91947,1.09771,0.57487,0.25104,4,Dimension 2
48111747,Alberta,-1.33236,0.92097,-0.23386,-0.21508,2,Dimension 2
48111748,Alberta,-0.9759,0.74975,0.3667,0.04685,3,Dimension 2
48111750,Alberta,-0.97703,0.50291,-0.32837,-0.2675,2,Dimension 2
48111751,Alberta,-0.15616,0.80398,-0.38037,0.08915,3,Dimension 2
48111752,Alberta,-0.49827,0.3052,-1.7602,-0.65109,1,Dimension 2
48111753,Alberta,-1.12991,-0.9615,-0.71427,-0.93523,1,Dimension 3
48111754,Alberta,-0.39902,0.39622,0.23387,0.07702,3,Dimension 2
48111755,Alberta,-0.16406,-0.00687,0.10778,-0.02105,3,Dimension 3
48111756,Alberta,-0.80535,0.30388,0.53963,0.01272,3,Dimension 3
48111757,Alberta,-1.54388,1.10784,-0.10935,-0.1818,2,Dimension 2
48111758,Alberta,-1.81057,-0.67446,-0.93626,-1.14043,1,Dimension 2
48111759,Alberta,-1.28292,-0.1529,-0.10551,-0.51378,2,Dimension 3
48111760,Alberta,-1.05184,-0.84859,-0.664,-0.85481,1,Dimension 3
48111761,Alberta,-1.25103,-1.79498,-1.24243,-1.42948,1,Dimension 3
48111762,Alberta,-1.23293,-3.11022,0.4827,-1.28682,1,Dimension 3
48111763,Alberta,-0.63689,-0.03042,-0.93102,-0.53278,2,Dimension 2
48111764,Alberta,-0.78635,-0.53417,-0.46583,-0.59545,1,Dimension 3
48111765,Alberta,-0.78557,-0.78399,-1.13421,-0.90126,1,Dimension 2
48111766,Alberta,-0.27472,-0.47574,-1.19222,-0.64756,1,Dimension 1
48111767,Alberta,-0.32532,-1.12687,-0.33624,-0.59614,1,Dimension 1
48111768,Alberta,-0.60975,-0.65311,-1.22996,-0.83094,1,Dimension 1
48111769,Alberta,-0.37779,-2.02626,-1.43097,-1.27834,1,Dimension 1
48111770,Alberta,-0.6756,-1.13579,-1.21445,-1.00861,1,Dimension 1
48111771,Alberta,-0.77308,0.10831,-0.86739,-0.51072,2,Dimension 2
48111772,Alberta,-0.01482,-0.86415,0.44828,-0.14356,3,Dimension 3
48111773,Alberta,-1.33527,-2.14214,0.39847,-1.02631,1,Dimension 3
48111774,Alberta,-1.21044,-2.38703,-0.96239,-1.51995,1,Dimension 3
48111775,Alberta,-1.35532,-2.3824,-0.22446,-1.32073,1,Dimension 3
48111776,Alberta,-1.49644,0.86481,-0.1437,-0.25844,2,Dimension 2
48111777,Alberta,-1.93477,0.7172,-0.59534,-0.6043,1,Dimension 2
48111778,Alberta,-1.67918,0.79052,-0.16181,-0.35015,2,Dimension 2
48111779,Alberta,-1.72329,-2.89601,-0.4974,-1.70557,1,Dimension 3
48111780,Alberta,0.55819,0.87923,-1.149,0.09614,3,Dimension 2
48111781,Alberta,-0.7342,0.73588,-1.13391,-0.37741,2,Dimension 2
48111784,Alberta,-1.02695,0.70082,0.12565,-0.06682,3,Dimension 2
48111786,Alberta,-1.31301,0.10242,0.07547,-0.37838,2,Dimension 2
48111788,Alberta,-1.26094,0.83283,-0.65815,-0.36209,2,Dimension 2
48111789,Alberta,-1.32939,0.00302,-0.61193,-0.6461,1,Dimension 2
48111790,Alberta,-1.65887,0.6254,0.5013,-0.17739,2,Dimension 2
48111791,Alberta,-1.56934,1.02228,-0.07947,-0.20884,2,Dimension 2
48111792,Alberta,-1.11124,0.13297,1.23377,0.08517,3,Dimension 3
48111793,Alberta,-1.53739,-0.41044,-0.43462,-0.79415,1,Dimension 2
48111794,Alberta,-1.41885,-0.0715,0.44681,-0.34784,2,Dimension 3
48111795,Alberta,-0.90727,0.52118,0.07219,-0.10463,3,Dimension 2
48111796,Alberta,-1.04389,-0.23728,-0.19496,-0.49204,2,Dimension 3
48111797,Alberta,-1.38297,1.01325,-0.14252,-0.17075,2,Dimension 2
48111798,Alberta,-1.23473,0.66443,0.24647,-0.10794,3,Dimension 2
48111799,Alberta,-1.55806,1.00742,0.17209,-0.12619,3,Dimension 2
48111802,Alberta,-0.65945,1.00393,0.88271,0.40906,4,Dimension 2
48111803,Alberta,-0.86698,-0.22603,-0.4551,-0.51604,2,Dimension 2
48111804,Alberta,-0.6058,0.32889,0.29174,0.00495,3,Dimension 2
48111805,Alberta,-0.36031,0.44451,0.28608,0.12343,3,Dimension 2
48111806,Alberta,-0.80601,-0.44498,-1.37819,-0.87639,1,Dimension 2
48111807,Alberta,-0.77787,0.36218,0.16161,-0.08469,3,Dimension 2
48111808,Alberta,-0.36765,-1.33575,-0.96276,-0.88872,1,Dimension 1
48111809,Alberta,-0.73785,0.35614,-0.36913,-0.25028,2,Dimension 2
48111810,Alberta,-0.12182,0.25678,-1.60688,-0.49064,2,Dimension 2
48111811,Alberta,0.28723,1.73896,1.25461,1.0936,5,Dimension 2
48111812,Alberta,0.05824,1.59984,-0.28006,0.45934,4,Dimension 2
48111813,Alberta,0.16202,1.06104,-0.43146,0.26387,4,Dimension 2
48111814,Alberta,-0.07723,1.1705,0.24034,0.44454,4,Dimension 2
48111815,Alberta,-0.22446,1.03224,0.49792,0.43523,4,Dimension 2
48111816,Alberta,-0.15269,0.54884,0.64989,0.34868,4,Dimension 3
48111817,Alberta,-0.98641,0.69426,0.49618,0.06801,3,Dimension 2
48111818,Alberta,-0.33692,0.99066,0.74682,0.46685,4,Dimension 2
48111819,Alberta,-0.43583,0.61372,0.48507,0.22099,4,Dimension 2
48111820,Alberta,-1.24716,0.50966,0.04958,-0.22931,2,Dimension 2
48111821,Alberta,-0.52836,0.86127,-0.2397,0.03107,3,Dimension 2
48111822,Alberta,0.02047,0.70669,-0.70861,0.00618,3,Dimension 2
48111825,Alberta,-0.19105,0.86738,0.13556,0.27063,4,Dimension 2
48111826,Alberta,-0.77348,0.59814,-0.6817,-0.28568,2,Dimension 2
48111827,Alberta,-0.37997,-0.7622,-1.48036,-0.87418,1,Dimension 1
48111828,Alberta,-0.56408,0.25915,-0.43511,-0.24668,2,Dimension 2
48111829,Alberta,-0.53269,0.01082,0.15539,-0.12216,3,Dimension 3
48111830,Alberta,-0.84117,-1.24236,-0.69091,-0.92481,1,Dimension 3
48111831,Alberta,-0.40583,-0.32295,0.31153,-0.13908,3,Dimension 3
48111833,Alberta,-0.43326,0.05175,0.43722,0.01857,3,Dimension 3
48111835,Alberta,-3.08859,0.52375,-0.722,-1.09561,1,Dimension 2
48111836,Alberta,-0.17027,-0.45557,-1.63083,-0.75222,1,Dimension 1
48111837,Alberta,-0.19138,-0.34836,0.76685,0.07571,3,Dimension 3
48111838,Alberta,-0.52114,-0.90973,-0.57385,-0.66824,1,Dimension 1
48111839,Alberta,-0.57373,-0.3933,0.42767,-0.17979,2,Dimension 3
48111840,Alberta,-0.16304,0.74396,-0.13417,0.14891,3,Dimension 2
48111841,Alberta,-0.80902,1.23295,-0.11282,0.1037,3,Dimension 2
48111842,Alberta,-0.72919,0.41533,1.02113,0.23576,4,Dimension 3
48111843,Alberta,-0.28149,1.01243,0.28656,0.33917,4,Dimension 2
48111844,Alberta,-0.5878,0.67473,0.35466,0.1472,3,Dimension 2
48111845,Alberta,-0.18762,0.84399,-0.22426,0.14404,3,Dimension 2
48111846,Alberta,-0.71928,1.0969,0.63988,0.33917,4,Dimension 2
48111847,Alberta,-0.60573,0.89436,0.65069,0.31311,4,Dimension 2
48111848,Alberta,-0.9139,1.13774,1.09957,0.44114,4,Dimension 2
48111849,Alberta,-0.73806,0.53833,0.33479,0.04502,3,Dimension 2
48111850,Alberta,-0.26249,0.86224,0.67648,0.42541,4,Dimension 2
48111851,Alberta,-0.59262,0.66404,0.17538,0.08227,3,Dimension 2
48111854,Alberta,-0.25516,1.26094,1.95564,0.98714,5,Dimension 3
48111855,Alberta,-3.10136,0.4129,0.75419,-0.64476,1,Dimension 3
48111856,Alberta,-2.41553,0.18299,-0.05526,-0.7626,1,Dimension 2
48111858,Alberta,-0.39999,1.34877,-0.07746,0.29044,4,Dimension 2
48111859,Alberta,-0.02761,-1.09138,-0.0908,-0.40326,2,Dimension 1
48111860,Alberta,-0.53178,0.12207,-0.52315,-0.31096,2,Dimension 2
48111861,Alberta,-0.39199,-0.14427,-0.92909,-0.48845,2,Dimension 2
48111862,Alberta,-0.79924,-0.67689,-1.46332,-0.97982,1,Dimension 2
48111863,Alberta,-0.85445,-0.41121,-0.85988,-0.70851,1,Dimension 2
48111865,Alberta,-0.59464,0.16185,0.2384,-0.0648,3,Dimension 3
48111868,Alberta,0.03973,0.56714,-0.41154,0.06511,3,Dimension 2
48111869,Alberta,-0.33027,0.54127,0.10508,0.10536,3,Dimension 2
48111870,Alberta,-0.73989,0.64054,0.61216,0.17094,4,Dimension 2
48111871,Alberta,-0.32021,0.19547,1.51621,0.46382,4,Dimension 3
48111872,Alberta,-0.11824,0.78262,0.85736,0.50725,4,Dimension 3
48111873,Alberta,-0.64682,0.73975,-1.55537,-0.48748,2,Dimension 2
48111874,Alberta,-0.43705,-0.8906,0.04099,-0.42888,2,Dimension 3
48111875,Alberta,-0.71515,-0.13802,-0.39818,-0.41712,2,Dimension 2
48111876,Alberta,-0.72698,0.31168,-0.90539,-0.44023,2,Dimension 2
48111877,Alberta,-0.5898,0.31554,1.20194,0.30923,4,Dimension 3
48111878,Alberta,-0.53195,-0.34908,1.4907,0.20322,4,Dimension 3
48111880,Alberta,-0.90653,0.42785,1.11932,0.21354,4,Dimension 3
48111882,Alberta,-0.2968,0.17074,-0.97418,-0.36675,2,Dimension 2
48111883,Alberta,-0.68656,-1.1309,0.8235,-0.33132,2,Dimension 3
48111884,Alberta,-0.14659,0.34904,-1.65072,-0.48275,2,Dimension 2
48111886,Alberta,0.34553,1.5252,1.65143,1.17405,5,Dimension 3
48111890,Alberta,0.68738,0.7932,-0.83577,0.21494,4,Dimension 2
48111891,Alberta,0.46533,0.48851,-0.59628,0.11919,3,Dimension 2
48111892,Alberta,0.53477,0.38538,-1.00465,-0.02817,3,Dimension 1
48111893,Alberta,0.97602,1.41215,-0.60709,0.59369,5,Dimension 2
48111894,Alberta,0.36241,1.11671,-0.38827,0.36362,4,Dimension 2
48111895,Alberta,0.28211,0.49578,0.56976,0.44922,4,Dimension 3
48111897,Alberta,0.01708,0.57442,0.03461,0.2087,4,Dimension 2
48111898,Alberta,0.15786,1.03824,0.51578,0.57063,5,Dimension 2
48111899,Alberta,0.55743,1.36097,0.21852,0.71231,5,Dimension 2
48111900,Alberta,-0.00371,0.64429,-0.33428,0.1021,3,Dimension 2
48111901,Alberta,0.79097,1.3912,0.93666,1.03961,5,Dimension 2
48111902,Alberta,0.32411,1.61659,1.61305,1.18458,5,Dimension 2
48111903,Alberta,0.40092,1.015,1.63227,1.01606,5,Dimension 3
48111904,Alberta,0.25502,0.71633,1.54069,0.83735,5,Dimension 3
48111908,Alberta,0.4135,1.32959,0.91542,0.88617,5,Dimension 2
48111909,Alberta,0.05568,0.809,0.72911,0.53126,5,Dimension 2
48111910,Alberta,0.4297,1.22091,0.02036,0.55699,5,Dimension 2
48111911,Alberta,0.15014,1.41618,0.66079,0.74237,5,Dimension 2
48111913,Alberta,0.08975,1.30076,0.23214,0.54088,5,Dimension 2
48111914,Alberta,-0.07332,-0.64518,0.23753,-0.16032,2,Dimension 3
48111915,Alberta,0.30428,0.87451,0.5875,0.58876,5,Dimension 2
48111916,Alberta,0.43079,-0.28331,-2.21143,-0.68798,1,Dimension 1
48111917,Alberta,0.07049,-1.0143,-1.42155,-0.78845,1,Dimension 1
48111918,Alberta,-0.10915,0.27889,-0.81394,-0.21473,2,Dimension 2
48111919,Alberta,-0.43355,0.19412,0.21821,-0.00708,3,Dimension 3
48111920,Alberta,0.80325,0.37674,-1.2162,-0.01207,3,Dimension 1
48111921,Alberta,0.45408,-0.37916,0.12001,0.06498,3,Dimension 1
48111922,Alberta,-0.12873,0.15079,-0.78471,-0.25422,2,Dimension 2
48111923,Alberta,0.17527,-0.24072,-0.51331,-0.19292,2,Dimension 1
48111924,Alberta,-0.00249,-0.0082,-0.33131,-0.114,3,Dimension 1
48111925,Alberta,-0.01123,0.51977,-1.87739,-0.45628,2,Dimension 2
48111926,Alberta,0.24175,-0.0958,-0.01191,0.04468,3,Dimension 1
48111927,Alberta,1.07398,0.33285,-0.07513,0.4439,4,Dimension 1
48111928,Alberta,0.22998,-0.08293,-0.15713,-0.00336,3,Dimension 1
48111929,Alberta,-0.26379,0.6046,-0.27293,0.02263,3,Dimension 2
48111930,Alberta,0.26193,0.34099,-0.81687,-0.07132,3,Dimension 2
48111931,Alberta,0.46981,0.4466,0.0264,0.31427,4,Dimension 1
48111932,Alberta,0.58012,1.44985,-0.90638,0.37453,4,Dimension 2
48111933,Alberta,0.45918,0.71696,-1.03298,0.04772,3,Dimension 2
48111934,Alberta,0.32932,0.30799,-0.47615,0.05372,3,Dimension 1
48111935,Alberta,0.13566,0.73678,-0.01142,0.287,4,Dimension 2
48111936,Alberta,0.47035,0.62362,-0.26491,0.27635,4,Dimension 2
48111937,Alberta,1.40445,1.48172,1.31522,1.40046,5,Dimension 2
48111938,Alberta,0.53858,1.9884,1.79954,1.44217,5,Dimension 2
48111939,Alberta,0.85313,1.70954,1.32623,1.2963,5,Dimension 2
48111940,Alberta,0.58064,1.40427,0.61632,0.86708,5,Dimension 2
48111941,Alberta,0.84793,0.80912,0.69959,0.78555,5,Dimension 1
48111942,Alberta,0.36474,1.2422,-0.19787,0.46969,4,Dimension 2
48111943,Alberta,0.76221,1.08322,-0.27577,0.52322,4,Dimension 2
48111944,Alberta,0.3978,0.17332,-0.67402,-0.0343,3,Dimension 1
48111945,Alberta,0.34774,0.12109,-1.28014,-0.27044,2,Dimension 1
48111946,Alberta,0.33646,-0.35854,0.25975,0.07922,3,Dimension 1
48111947,Alberta,0.25928,0.14363,-0.15724,0.08189,3,Dimension 1
48111948,Alberta,0.96451,0.91312,0.65519,0.84427,5,Dimension 1
48111949,Alberta,0.02747,1.0156,0.25606,0.43304,4,Dimension 2
48111950,Alberta,0.2359,0.88051,-0.3984,0.23934,4,Dimension 2
48111951,Alberta,0.10811,0.9011,-0.49132,0.17263,4,Dimension 2
48111952,Alberta,0.33679,0.74628,-0.59619,0.16229,3,Dimension 2
48111953,Alberta,-0.43837,-1.21091,0.0238,-0.54182,1,Dimension 3
48111954,Alberta,-0.20358,0.18716,-0.75753,-0.25798,2,Dimension 2
48111955,Alberta,0.79401,0.05237,-0.60439,0.08066,3,Dimension 1
48111956,Alberta,0.53694,0.46591,0.34245,0.44843,4,Dimension 1
48111957,Alberta,0.37635,0.13891,0.80056,0.43861,4,Dimension 3
48111958,Alberta,0.11252,0.77356,-0.94487,-0.0196,3,Dimension 2
48111960,Alberta,0.10305,0.8504,1.06665,0.67337,5,Dimension 3
48111961,Alberta,0.44119,1.18114,0.82037,0.81423,5,Dimension 2
48111962,Alberta,0.5553,1.97811,0.50218,1.01186,5,Dimension 2
48111963,Alberta,0.09998,0.47611,0.72951,0.4352,4,Dimension 3
48111964,Alberta,-0.21527,0.539,-0.0825,0.08041,3,Dimension 2
48111965,Alberta,0.13299,0.92824,-1.15511,-0.03129,3,Dimension 2
48111966,Alberta,-0.36783,-0.30229,-0.22331,-0.29781,2,Dimension 3
48111967,Alberta,0.01432,-0.18131,-1.00897,-0.39199,2,Dimension 1
48111968,Alberta,0.19214,1.15049,-0.3316,0.33701,4,Dimension 2
48111972,Alberta,0.32549,0.60425,0.16697,0.36557,4,Dimension 2
48111974,Alberta,-0.24275,0.79589,0.71614,0.4231,4,Dimension 2
48111975,Alberta,0.27727,1.22063,0.54557,0.68116,5,Dimension 2
48111976,Alberta,0.39542,0.58879,-0.26179,0.2408,4,Dimension 2
48111977,Alberta,-0.1915,-1.33992,0.22599,-0.43514,2,Dimension 3
48111978,Alberta,-0.33395,-1.05785,-0.09819,-0.49666,2,Dimension 3
48111979,Alberta,-0.17313,-0.5618,-0.13337,-0.28943,2,Dimension 3
48111981,Alberta,-1.4855,-1.86961,0.36079,-0.9981,1,Dimension 3
48111982,Alberta,-1.12074,-2.23935,-0.18771,-1.1826,1,Dimension 3
48111984,Alberta,0.4945,1.36314,1.12726,0.99497,5,Dimension 2
48111985,Alberta,0.21943,1.47165,1.69463,1.12857,5,Dimension 3
48111986,Alberta,1.06292,-1.44376,0.99527,0.20481,4,Dimension 1
48111987,Alberta,0.78484,-1.94096,0.77566,-0.12682,3,Dimension 1
48111989,Alberta,0.47976,-1.76981,0.8136,-0.15881,2,Dimension 3
48111990,Alberta,-0.11181,0.99109,-0.75105,0.04274,3,Dimension 2
48111991,Alberta,-0.26672,1.02926,0.02325,0.26193,4,Dimension 2
48111992,Alberta,-0.03032,0.87836,0.50158,0.44987,4,Dimension 2
48111993,Alberta,-0.08159,0.77925,0.04628,0.24798,4,Dimension 2
48111994,Alberta,-0.4465,0.22917,1.29538,0.35935,4,Dimension 3
48111995,Alberta,0.02425,0.66737,-0.26293,0.1429,3,Dimension 2
48111996,Alberta,-0.24014,0.04796,-0.4286,-0.20693,2,Dimension 2
48111997,Alberta,-0.41625,0.79777,-1.80743,-0.4753,2,Dimension 2
48111998,Alberta,0.27531,-0.11512,-2.97785,-0.93922,1,Dimension 1
48111999,Alberta,-0.53541,-0.57729,-0.48419,-0.5323,2,Dimension 3
48112000,Alberta,-0.78893,-0.15649,0.48107,-0.15478,2,Dimension 3
48112001,Alberta,-0.21591,-0.31774,-0.27805,-0.27057,2,Dimension 1
48112002,Alberta,-1.36338,-0.22627,0.01247,-0.52573,2,Dimension 3
48112003,Alberta,-0.22868,0.28237,1.70285,0.58551,5,Dimension 3
48112004,Alberta,-0.41378,0.76348,0.13781,0.16251,3,Dimension 2
48112005,Alberta,-0.75632,1.14181,-0.20513,0.06012,3,Dimension 2
48112006,Alberta,-1.23385,1.15017,1.10708,0.34114,4,Dimension 2
48112007,Alberta,-1.0173,0.77341,0.26816,0.00809,3,Dimension 2
48112008,Alberta,-1.20923,-1.43598,0.16044,-0.82826,1,Dimension 3
48112009,Alberta,-0.49939,-0.9894,0.08477,-0.46801,2,Dimension 3
48112010,Alberta,-1.35168,0.56081,0.16187,-0.20966,2,Dimension 2
48112011,Alberta,-0.58185,1.206,-0.25776,0.12213,3,Dimension 2
48112012,Alberta,-0.1007,0.83211,0.58765,0.43969,4,Dimension 2
48112013,Alberta,-1.34196,1.16314,1.14484,0.32201,4,Dimension 2
48112014,Alberta,-0.74746,0.8172,0.62097,0.23024,4,Dimension 2
48112015,Alberta,-0.70272,0.9258,-0.15892,0.02139,3,Dimension 2
48112017,Alberta,-2.00141,-2.73131,-0.68215,-1.80496,1,Dimension 3
48112018,Alberta,-1.7469,-2.26145,-0.13859,-1.38231,1,Dimension 3
48112023,Alberta,-1.71208,-0.29951,-1.00494,-1.00551,1,Dimension 2
48112025,Alberta,-0.90871,0.43844,0.82726,0.119,3,Dimension 3
48112026,Alberta,-1.58351,0.57309,0.25609,-0.25145,2,Dimension 2
48112028,Alberta,-1.24315,0.46901,-0.17134,-0.31516,2,Dimension 2
48112030,Alberta,-0.1306,0.3793,-1.403,-0.38477,2,Dimension 2
48112031,Alberta,-1.44017,0.00458,-0.75535,-0.73032,1,Dimension 2
48112032,Alberta,-1.78858,0.64909,-1.2724,-0.80396,1,Dimension 2
48112033,Alberta,-1.15536,0.70089,-0.08848,-0.18098,2,Dimension 2
48112034,Alberta,-1.713,1.07791,0.40702,-0.07602,3,Dimension 2
48112037,Alberta,-1.32605,-0.02213,-0.82273,-0.72363,1,Dimension 2
48112038,Alberta,-1.12026,-0.80023,-0.2539,-0.7248,1,Dimension 3
48112039,Alberta,-0.60681,1.04693,1.00095,0.48036,4,Dimension 2
48112040,Alberta,-1.17526,0.54149,1.32906,0.23176,4,Dimension 3
48112042,Alberta,-0.92224,-0.26634,-0.26346,-0.48401,2,Dimension 3
48112043,Alberta,-1.23598,-1.06843,0.67055,-0.54462,1,Dimension 3
48112048,Alberta,-2.12839,0.7501,0.28797,-0.36344,2,Dimension 2
48112049,Alberta,-1.84921,0.18983,0.83887,-0.2735,2,Dimension 3
48112050,Alberta,-2.36595,0.84083,0.71505,-0.27002,2,Dimension 2
48112051,Alberta,-1.85049,0.12056,-0.64912,-0.79302,1,Dimension 2
48112052,Alberta,-1.80288,-0.2005,-0.85525,-0.95288,1,Dimension 2
48112053,Alberta,-1.53204,0.39562,-0.5098,-0.54874,1,Dimension 2
48112054,Alberta,-2.0146,-0.10519,-0.81795,-0.97925,1,Dimension 2
48112055,Alberta,-1.53086,0.12769,-0.56671,-0.65663,1,Dimension 2
48112056,Alberta,-1.55587,0.39201,0.07826,-0.36186,2,Dimension 2
48112057,Alberta,-1.43469,0.79152,0.58315,-0.02001,3,Dimension 2
48112058,Alberta,-0.99863,0.48758,0.57309,0.02068,3,Dimension 3
48112059,Alberta,-0.40425,0.69115,0.74992,0.34561,4,Dimension 3
48112062,Alberta,-0.6436,1.35729,-1.90955,-0.39862,2,Dimension 2
48112064,Alberta,0.29225,-0.16141,-0.93989,-0.26968,2,Dimension 1
48112065,Alberta,-0.27028,-1.24904,-2.14344,-1.22092,1,Dimension 1
48112066,Alberta,-2.07932,0.85372,-0.9657,-0.73043,1,Dimension 2
48112067,Alberta,-2.10426,0.36643,-0.61013,-0.78266,1,Dimension 2
48112068,Alberta,-1.84802,0.42616,0.06376,-0.4527,2,Dimension 2
48112069,Alberta,-1.69236,0.71392,0.01999,-0.31948,2,Dimension 2
48112070,Alberta,-1.24105,0.61366,-0.31914,-0.31551,2,Dimension 2
48112071,Alberta,-1.43617,0.5471,-0.16207,-0.35038,2,Dimension 2
48112072,Alberta,0.17846,0.90023,0.07356,0.38409,4,Dimension 2
48112073,Alberta,0.12059,1.61893,1.11275,0.95076,5,Dimension 2
48112074,Alberta,-0.1422,0.8022,0.78046,0.48015,4,Dimension 2
48112075,Alberta,-0.63763,0.67225,0.30639,0.11367,3,Dimension 2
48112076,Alberta,-0.68681,0.47679,-0.61848,-0.27617,2,Dimension 2
48112077,Alberta,-0.78317,0.61164,0.11542,-0.0187,3,Dimension 2
48112078,Alberta,-0.11409,0.37267,0.29606,0.18488,4,Dimension 2
48112079,Alberta,-0.60131,0.94545,-0.15984,0.06143,3,Dimension 2
48112080,Alberta,-0.298,1.0527,-0.34273,0.13732,3,Dimension 2
48112081,Alberta,-0.51561,0.8457,-0.88158,-0.18383,2,Dimension 2
48112082,Alberta,-1.4293,0.96909,0.79401,0.11127,3,Dimension 2
48112083,Alberta,-1.91818,-0.88385,-0.08318,-0.96174,1,Dimension 3
48112084,Alberta,-0.96799,-0.82616,-1.61085,-1.135,1,Dimension 2
48112085,Alberta,-0.85429,-0.17246,-1.12434,-0.71703,1,Dimension 2
48112086,Alberta,-0.02654,0.43565,-0.12448,0.09488,3,Dimension 2
48112087,Alberta,-0.62426,0.83924,-0.09499,0.04,3,Dimension 2
48112088,Alberta,-0.62163,0.60563,0.55331,0.1791,4,Dimension 2
48112090,Alberta,-3.42128,0.47407,0.65065,-0.76552,1,Dimension 3
48112092,Alberta,-0.40275,1.00303,1.3028,0.63436,5,Dimension 3
48112093,Alberta,-0.54578,0.26259,0.77847,0.16509,3,Dimension 3
48112094,Alberta,0.14808,0.90556,1.4048,0.81948,5,Dimension 3
48112095,Alberta,-0.05079,1.48036,1.3565,0.92869,5,Dimension 2
48112096,Alberta,0.45259,1.51381,1.29218,1.08619,5,Dimension 2
48112097,Alberta,-0.01209,1.17305,0.92477,0.69525,5,Dimension 2
48112099,Alberta,0.53515,1.72034,1.13488,1.13012,5,Dimension 2
48112100,Alberta,0.12529,0.83241,1.04215,0.66662,5,Dimension 3
48112101,Alberta,0.03037,0.66406,0.71634,0.47026,4,Dimension 3
48112102,Alberta,-0.00137,0.8548,1.20196,0.68513,5,Dimension 3
48112103,Alberta,0.35833,1.14054,0.59968,0.69952,5,Dimension 2
48112106,Alberta,-0.3944,-1.46487,0.88358,-0.32523,2,Dimension 3
48112107,Alberta,-2.25524,-1.10463,-4.32059,-2.56015,1,Dimension 2
48112108,Alberta,0.6939,-0.37216,-1.29387,-0.32404,2,Dimension 1
48112109,Alberta,0.48865,-0.33887,-0.87472,-0.24165,2,Dimension 1
