DAUID,CISV Dimension 1 Scores,CISV Dimension 2 Scores,CISV Dimension 3 Scores,CISV Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension
24662129,0.47437,-0.11473,0.16156,0.65343,0.29366,4,Dimension 4
24662130,0.69836,-0.43518,-0.40493,2.09018,0.48711,5,Dimension 4
24662131,1.35236,0.62806,1.23189,0.90415,1.02911,5,Dimension 1
24662132,0.36542,-0.74275,-0.38477,0.32102,-0.11027,3,Dimension 1
24662133,0.50577,-0.60479,0.7121,-0.1146,0.12462,4,Dimension 3
24662134,1.68142,3.00757,0.48817,0.52422,1.42534,5,Dimension 2
24662135,-0.00503,-1.38715,-0.28711,1.28402,-0.09881,3,Dimension 4
24662136,0.55038,-1.2511,-1.35712,1.44676,-0.15277,3,Dimension 4
24662137,0.35293,-1.69521,-0.25857,1.4165,-0.04609,3,Dimension 4
24662138,0.33026,-1.12409,-0.47179,0.61228,-0.16333,3,Dimension 4
24662140,2.62092,-0.45602,-0.76424,2.48722,0.97197,5,Dimension 1
24662141,2.14265,0.85556,-1.00919,2.35024,1.08482,5,Dimension 4
24662142,3.62525,2.23591,-1.7713,1.70911,1.44974,5,Dimension 1
24662143,1.25559,0.28113,-0.92927,-0.11707,0.12259,4,Dimension 1
24662144,1.02693,2.87487,-2.60697,-0.34829,0.23663,4,Dimension 2
24662145,1.30049,0.35351,-1.3928,0.80164,0.26571,4,Dimension 1
24662147,1.49677,0.97885,-1.77009,1.32673,0.50807,5,Dimension 1
24662148,1.70129,0.81538,-1.72558,1.57598,0.59177,5,Dimension 1
24662149,0.11423,-0.13173,-1.47213,0.14542,-0.33605,2,Dimension 4
24662150,0.38967,0.0949,-1.34362,0.05813,-0.20023,3,Dimension 1
24662151,1.16105,-0.90745,-1.09583,1.60422,0.1905,4,Dimension 4
24662152,0.56442,-1.28665,-0.52054,0.97416,-0.06715,3,Dimension 4
24662153,0.69639,-0.82357,-0.56111,1.15017,0.11547,4,Dimension 4
24662154,0.92959,-0.52354,-0.61148,0.82953,0.15603,4,Dimension 1
24662155,1.18482,0.7819,0.00974,0.35698,0.58336,5,Dimension 1
24662156,1.23739,-0.16691,0.49498,-0.43078,0.28367,4,Dimension 1
24662157,0.85852,-0.65931,-0.6734,0.55355,0.01984,3,Dimension 1
24662158,1.01977,-0.26018,0.14062,-0.13967,0.19014,4,Dimension 1
24662159,0.52702,-0.30217,0.18109,0.18357,0.14737,4,Dimension 1
24662160,0.13136,-0.76504,-0.60434,0.41687,-0.20528,2,Dimension 4
24662161,0.20944,-0.56695,-0.58695,0.69038,-0.06352,3,Dimension 4
24662162,0.42995,-0.32052,-0.36581,0.89361,0.15931,4,Dimension 4
24662163,0.88911,-0.36382,0.11925,1.11648,0.44026,5,Dimension 4
24662164,1.04319,5.87756,-1.08584,1.06465,1.72489,5,Dimension 2
24662165,0.6159,0.56546,0.19397,0.52135,0.47417,5,Dimension 1
24662167,1.24231,1.33932,-0.00702,0.5705,0.78628,5,Dimension 2
24662168,0.71322,-1.15959,0.98316,1.25579,0.44814,5,Dimension 4
24662169,-0.24801,-0.90714,-0.20131,-0.04114,-0.3494,2,Dimension 4
24662170,0.24882,0.28884,-0.60899,-0.95815,-0.25737,2,Dimension 2
24662171,0.84656,-0.63382,-0.28678,-0.11859,-0.04816,3,Dimension 1
24662172,0.66793,-0.09306,0.01488,-0.29818,0.07289,4,Dimension 1
24662173,0.53047,0.83478,-0.4632,-0.46114,0.11023,4,Dimension 2
24662174,2.53516,-0.14485,-0.17597,0.57081,0.69629,5,Dimension 1
24662175,0.2933,0.48833,0.1629,0.05012,0.24866,4,Dimension 2
24662176,0.50693,0.09301,0.24129,0.19921,0.26011,4,Dimension 1
24662177,0.0464,-0.20255,0.03092,-0.78842,-0.22841,2,Dimension 1
24662178,1.02469,0.28414,0.50674,-0.05365,0.44048,5,Dimension 1
24662179,0.71311,0.65923,-0.63064,-0.24263,0.12477,4,Dimension 1
24662180,2.38685,-0.16227,0.70808,0.90343,0.95902,5,Dimension 1
24662182,1.08552,0.30167,1.26058,1.18131,0.95727,5,Dimension 3
24662183,0.68162,-0.17009,0.38883,0.22103,0.28035,4,Dimension 1
24662187,0.34443,-0.33922,-0.16601,0.42953,0.06718,4,Dimension 4
24662192,0.01407,-0.12967,-0.5307,0.38813,-0.06454,3,Dimension 4
24662193,-0.02662,-0.08919,-0.5477,0.25677,-0.10168,3,Dimension 4
24662195,-0.20011,0.09056,-0.58383,-0.25224,-0.2364,2,Dimension 2
24662196,0.76783,-0.35208,0.92042,0.8708,0.55174,5,Dimension 3
24662197,0.50991,0.12403,0.49749,-0.25156,0.21997,4,Dimension 1
24662198,0.66893,0.26916,-0.12391,-0.24123,0.14324,4,Dimension 1
24662199,0.47102,0.8376,0.32654,0.37963,0.5037,5,Dimension 2
24662200,2.64022,-0.04546,-0.47781,1.75958,0.96913,5,Dimension 1
24662201,1.49971,-1.50231,0.61369,1.35809,0.49229,5,Dimension 1
24662202,0.98091,-0.79025,0.10617,0.32529,0.15553,4,Dimension 1
24662203,0.73305,1.73407,-0.97877,0.46176,0.48753,5,Dimension 2
24662204,1.47741,0.07926,-0.22554,1.23302,0.64104,5,Dimension 1
24662205,0.26588,-0.41325,-0.07663,-0.5559,-0.19498,3,Dimension 1
24662206,-0.31881,-0.87256,-0.49283,-0.89851,-0.64568,1,Dimension 1
24662209,0.56985,0.35052,-0.81568,0.48802,0.14818,4,Dimension 1
24662210,0.15422,-0.09512,-0.49961,-0.73847,-0.29475,2,Dimension 1
24662211,0.55013,0.29344,-0.82423,0.07687,0.02405,3,Dimension 1
24662212,-0.0283,1.82841,-0.53788,0.608,0.46756,5,Dimension 2
24662213,-0.42684,-0.35937,-0.57967,-0.70803,-0.51848,1,Dimension 2
24662214,0.89253,0.50233,-0.31389,0.7385,0.45487,5,Dimension 1
24662215,1.1345,1.42644,0.88824,1.34371,1.19822,5,Dimension 2
24662216,0.36288,0.79739,-0.54263,0.10884,0.18162,4,Dimension 2
24662217,0.64003,1.81848,-0.34403,0.24442,0.58973,5,Dimension 2
24662218,0.85092,0.01806,-0.13627,0.75783,0.37263,4,Dimension 1
24662219,0.31399,-0.10309,-0.62289,0.07243,-0.08489,3,Dimension 1
24662220,0.31771,-0.03996,0.27011,0.1406,0.17212,4,Dimension 1
24662221,-0.1266,-0.72888,-0.67557,-0.61037,-0.53535,1,Dimension 1
24662222,-0.53385,-0.25829,-1.16034,-1.21182,-0.79107,1,Dimension 2
24662223,-0.49831,-0.75172,-0.95663,-1.02845,-0.80878,1,Dimension 1
24662224,-0.36577,-0.47372,-0.91356,-0.82122,-0.64356,1,Dimension 1
24662225,-0.65193,-1.05454,-0.94029,-1.67995,-1.08168,1,Dimension 1
24662226,-0.47857,-0.48019,-1.19732,-0.75593,-0.728,1,Dimension 1
24662227,-0.61005,-0.74179,-0.3141,-0.54689,-0.55321,1,Dimension 3
24662228,-0.44807,-0.9887,-0.90497,-1.05217,-0.84848,1,Dimension 1
24662229,-0.57839,-0.55189,-0.87195,-1.2282,-0.80761,1,Dimension 2
24662230,-0.60328,0.01126,-1.12181,-1.20375,-0.7294,1,Dimension 2
24662231,-0.44356,0.23553,-1.11472,-1.35276,-0.66887,1,Dimension 2
24662232,0.46196,-0.55513,-0.02889,-0.13615,-0.06455,3,Dimension 1
24662233,0.36505,-0.90407,-1.06716,1.45147,-0.03868,3,Dimension 4
24662234,1.16973,-0.51419,0.06168,1.58882,0.57651,5,Dimension 4
24662235,1.31235,-1.28391,0.1306,2.03776,0.5492,5,Dimension 4
24662236,-0.35448,-0.3396,-1.06048,-0.42848,-0.54576,1,Dimension 2
24662237,0.13444,0.02164,-0.12204,0.37399,0.10201,4,Dimension 4
24662238,0.41022,0.56449,-1.14434,0.47662,0.07675,4,Dimension 2
24662239,-0.25348,0.05101,-0.5839,-0.42037,-0.30169,2,Dimension 2
24662240,1.58757,0.00987,-0.89495,2.25857,0.74026,5,Dimension 4
24662241,-0.07495,0.21361,-0.81025,0.22314,-0.11211,3,Dimension 4
24662242,0.53595,1.09386,-0.9849,1.08494,0.43246,5,Dimension 2
24662243,0.57815,1.1058,-0.1452,0.89328,0.60801,5,Dimension 2
24662244,0.05678,-0.4111,-0.75607,-0.74459,-0.46375,1,Dimension 1
24662245,-0.20382,-0.40884,-0.3854,-0.08862,-0.27167,2,Dimension 4
24662246,0.89976,0.53053,-0.68919,0.94437,0.42137,5,Dimension 4
24662248,0.30027,0.89556,-1.41772,-0.88277,-0.27617,2,Dimension 2
24662250,-0.11119,-0.2576,-1.03042,-0.3241,-0.43083,2,Dimension 1
24662251,0.03017,-0.80115,-0.31915,-0.56196,-0.41302,2,Dimension 1
24662252,-0.36019,-0.55776,-0.54234,-0.91888,-0.59479,1,Dimension 1
24662253,0.0229,-0.29337,-0.61846,0.21863,-0.16758,3,Dimension 4
24662254,-0.5527,-0.87361,-0.31584,0.85106,-0.22277,2,Dimension 4
24662255,-0.43468,-0.03379,-0.78472,-0.6928,-0.4865,1,Dimension 2
24662256,-0.04342,-0.77694,-0.96353,0.07927,-0.42616,2,Dimension 4
24662257,-0.3576,0.28222,-1.08189,-0.85566,-0.50323,1,Dimension 2
24662258,-0.09709,-0.8479,-0.46667,-0.64829,-0.51499,1,Dimension 1
24662259,-0.49648,-0.39339,-0.94281,-0.53315,-0.59146,1,Dimension 2
24662260,-0.1568,-0.9211,-0.53712,-0.1916,-0.45165,1,Dimension 1
24662261,0.86566,1.60114,-1.72746,0.75521,0.37364,4,Dimension 2
24662262,0.50939,1.73715,-1.88195,0.66011,0.25618,4,Dimension 2
24662263,-0.54113,-0.32874,-1.0053,-0.26488,-0.53501,1,Dimension 4
24662264,-0.66152,-0.75864,-0.99495,-0.93004,-0.83629,1,Dimension 1
24662265,-0.30886,-0.35552,-1.22716,-0.55476,-0.61158,1,Dimension 1
24662266,-0.02331,-0.95099,-1.02705,-0.23138,-0.55818,1,Dimension 1
24662267,-0.52405,-0.49316,-0.95271,-0.08715,-0.51426,1,Dimension 4
24662268,-0.06778,-0.58829,-1.10963,-1.21038,-0.74402,1,Dimension 1
24662269,0.29013,-1.30221,-0.8619,-0.71749,-0.64787,1,Dimension 1
24662270,0.27636,-0.26819,-0.68329,0.16772,-0.12685,3,Dimension 1
24662271,-0.47562,-0.41433,-1.09333,-0.34979,-0.58327,1,Dimension 4
24662272,0.96717,-0.23943,-1.05534,1.36701,0.25986,4,Dimension 4
24662273,-0.44065,-0.47982,-0.84471,-0.51073,-0.56898,1,Dimension 1
24662274,-0.47243,-0.93936,-0.77193,-0.72038,-0.72603,1,Dimension 1
24662275,-0.60641,-0.80081,-0.64451,-0.60708,-0.6647,1,Dimension 1
24662276,-0.46509,-0.36964,-0.53089,-1.0608,-0.60661,1,Dimension 2
24662277,0.06337,-0.29371,-0.65576,-0.75656,-0.41067,2,Dimension 1
24662278,0.33341,-1.01991,0.22645,0.60499,0.03624,3,Dimension 4
24662279,1.50044,-1.5979,0.0408,1.43681,0.34504,4,Dimension 1
24662280,-0.37529,0.59657,-0.59159,-0.87633,-0.31166,2,Dimension 2
24662281,-0.66203,-0.56327,-1.2099,-0.51526,-0.73761,1,Dimension 4
24662282,0.15386,-0.32891,-0.7754,0.20003,-0.1876,3,Dimension 4
24662283,0.96932,-0.06293,-0.4842,-0.66722,-0.06125,3,Dimension 1
24662284,-0.21018,-0.50307,-0.82225,-0.64728,-0.5457,1,Dimension 1
24662285,-0.17001,-0.60632,-0.96152,-0.21512,-0.48824,1,Dimension 1
24662286,0.31366,-0.24962,0.10806,-0.66405,-0.12299,3,Dimension 1
24662287,0.41889,0.80149,-0.73111,-0.9264,-0.10928,3,Dimension 2
24662288,-0.15727,-0.1649,-0.8018,-0.42936,-0.38833,2,Dimension 1
24662289,1.1193,0.26909,-0.76087,0.14773,0.19381,4,Dimension 1
24662290,0.07831,-0.41151,-0.99423,-1.03724,-0.59117,1,Dimension 1
24662291,0.18775,1.32271,-1.2729,0.39346,0.15775,4,Dimension 2
24662292,-0.06943,-0.67743,-0.70181,-0.77579,-0.55612,1,Dimension 1
24662293,-0.02724,-0.33525,-0.65902,-0.72559,-0.43678,2,Dimension 1
24662294,0.30615,-0.67085,-1.25274,-0.31342,-0.48272,1,Dimension 1
24662295,-0.31628,-0.88419,-1.22349,-1.90339,-1.08184,1,Dimension 1
24662296,-0.33542,-0.61365,-0.90889,-0.39965,-0.5644,1,Dimension 1
24662297,-0.02672,-0.52819,-0.61779,-0.59987,-0.44314,2,Dimension 1
24662298,-0.24746,-0.23378,-1.26642,-0.46037,-0.55201,1,Dimension 2
24662299,-0.14895,0.45616,-0.70797,0.1141,-0.07166,3,Dimension 2
24662300,0.56356,-0.42914,-0.81597,0.29892,-0.09566,3,Dimension 1
24662301,-0.08457,-0.60605,-0.63534,0.89398,-0.108,3,Dimension 4
24662302,0.04749,-0.67237,-0.9263,-0.87065,-0.60546,1,Dimension 1
24662303,-0.47091,-1.17805,-1.05671,-1.45319,-1.03971,1,Dimension 1
24662304,-0.37872,-0.72464,-1.08537,-0.60197,-0.69768,1,Dimension 1
24662305,-0.01589,-0.73175,-1.10249,-0.11165,-0.49044,1,Dimension 1
24662306,-0.07146,-1.24351,-0.66025,-0.40435,-0.59489,1,Dimension 1
24662307,0.15086,-0.37732,-0.71924,-0.61726,-0.39074,2,Dimension 1
24662308,-0.21015,-0.14731,-0.87549,-0.90621,-0.53479,1,Dimension 2
24662309,-0.09717,-0.30546,-0.86718,-0.44277,-0.42815,2,Dimension 1
24662310,-0.26813,-0.23179,-1.25834,-1.09426,-0.71313,1,Dimension 2
24662311,0.2683,-1.21076,-0.96345,-1.27456,-0.79512,1,Dimension 1
24662312,0.09331,-0.58213,-0.93297,-0.99203,-0.60346,1,Dimension 1
24662313,0.3216,0.15402,-0.68801,0.04865,-0.04094,3,Dimension 1
24662314,0.49188,-1.17333,-0.28374,0.63556,-0.0824,3,Dimension 4
24662315,-0.31248,-0.38262,-1.13253,-0.031,-0.46466,1,Dimension 4
24662316,-0.5583,-0.53582,-0.90161,0.19922,-0.44913,2,Dimension 4
24662317,-0.32697,-0.66883,-1.17439,-1.68633,-0.96413,1,Dimension 1
24662318,-0.1081,0.41,-0.9045,-1.05024,-0.41321,2,Dimension 2
24662319,0.14076,-0.64616,-0.99207,-0.93519,-0.60817,1,Dimension 1
24662320,0.40606,-1.16617,-0.68563,-1.01592,-0.61541,1,Dimension 1
24662321,0.81129,-0.10179,-0.53215,-0.52392,-0.08664,3,Dimension 1
24662322,-0.27265,-0.19238,-0.88303,-1.01566,-0.59093,1,Dimension 2
24662323,0.75118,-0.64616,-0.76058,-0.99419,-0.41244,2,Dimension 1
24662324,0.25979,-0.47271,-0.60818,-1.23336,-0.51361,1,Dimension 1
24662325,0.11808,-1.1785,-1.21728,-0.81562,-0.77333,1,Dimension 1
24662326,0.04915,-0.34312,-0.62691,-0.76027,-0.42029,2,Dimension 1
24662327,-0.08357,-0.05185,-0.60263,-1.20846,-0.48663,1,Dimension 2
24662328,0.12287,0.04098,-0.53758,-1.30623,-0.41999,2,Dimension 1
24662329,0.43288,-0.34621,-0.65019,-0.73362,-0.32429,2,Dimension 1
24662330,0.40141,-0.02045,-0.60522,-1.22502,-0.36232,2,Dimension 1
24662331,0.14914,-0.61702,0.04035,-1.17144,-0.39975,2,Dimension 1
24662332,1.3587,-0.53446,-0.10143,0.0067,0.18238,4,Dimension 1
24662333,3.18866,-0.48337,0.75055,1.57908,1.25873,5,Dimension 1
24662334,1.53973,-1.0319,0.08701,0.33633,0.23279,4,Dimension 1
24662335,0.61473,-0.02199,-0.30268,0.01172,0.07545,4,Dimension 1
24662336,1.93225,-0.22986,0.76989,1.08331,0.8889,5,Dimension 1
24662337,0.61945,-0.07199,-0.00024,0.66986,0.30427,4,Dimension 4
24662338,0.97341,-1.1792,-0.13432,0.19376,-0.03659,3,Dimension 1
24662339,0.3773,-0.43674,-0.59793,-0.26847,-0.23146,2,Dimension 1
24662340,0.39832,-1.17211,-0.8003,-0.75332,-0.58185,1,Dimension 1
24662341,0.28523,-0.64575,-0.45042,-0.74272,-0.38841,2,Dimension 1
24662342,0.47245,-0.43943,-0.54225,-0.54777,-0.26425,2,Dimension 1
24662343,-0.08428,-0.43072,-0.78513,-0.85732,-0.53936,1,Dimension 1
24662344,-0.28889,-0.46628,-0.96699,-1.25003,-0.74305,1,Dimension 1
24662345,-0.22959,0.17687,-1.34831,-1.15593,-0.63924,1,Dimension 2
24662346,-0.37328,-0.69051,-0.8047,-0.61542,-0.62098,1,Dimension 1
24662347,-0.09743,0.84036,-1.0408,-1.1828,-0.37017,2,Dimension 2
24662348,0.05392,-0.51913,-0.65017,-1.07334,-0.54718,1,Dimension 1
24662349,-0.29955,-0.23539,-0.5343,-0.8516,-0.48021,1,Dimension 2
24662350,-0.48371,0.58748,-0.72914,-0.77717,-0.35064,2,Dimension 2
24662351,-0.19684,0.20763,-0.97451,-1.27602,-0.55993,1,Dimension 2
24662352,-0.24035,-0.37881,-0.98137,-0.59864,-0.54979,1,Dimension 1
24662353,1.10439,0.71232,-0.52297,1.03119,0.58123,5,Dimension 1
24662354,-0.32398,0.1612,-0.86552,-1.00156,-0.50746,1,Dimension 2
24662355,1.86839,-0.37542,-0.82624,1.46903,0.53394,5,Dimension 1
24662356,-0.15107,-0.49982,-0.72079,-1.40929,-0.69524,1,Dimension 1
24662357,0.92404,-0.07994,0.19881,0.01943,0.26558,4,Dimension 1
24662358,0.8086,-0.10727,-0.11567,0.57629,0.29049,4,Dimension 1
24662359,0.18167,-0.64505,-0.6437,-0.58568,-0.42319,2,Dimension 1
24662362,0.03907,-0.33282,-0.38244,-0.93292,-0.40228,2,Dimension 1
24662363,-0.12192,-1.61827,-0.92985,-0.76892,-0.85974,1,Dimension 1
24662364,0.46238,-1.54317,-1.01927,-0.72887,-0.70723,1,Dimension 1
24662365,-0.25382,-0.87365,-0.99159,-1.53261,-0.91291,1,Dimension 1
24662366,-0.38128,-0.73784,-0.87085,-0.55721,-0.63679,1,Dimension 1
24662367,-0.29347,-0.71536,-0.76358,-0.38633,-0.53968,1,Dimension 1
24662368,-0.31101,-0.39331,-1.00649,-1.06827,-0.69477,1,Dimension 1
24662369,-0.13194,-0.09555,-0.93822,-0.73669,-0.4756,1,Dimension 2
24662370,-0.01672,-0.21964,-0.76537,-0.77545,-0.44429,2,Dimension 1
24662371,-0.06399,-0.93731,-0.70339,-0.87368,-0.64459,1,Dimension 1
24662372,0.79379,-0.31897,-0.39231,-1.2833,-0.3002,2,Dimension 1
24662373,-0.05938,-0.44211,-0.5324,-0.93084,-0.49118,1,Dimension 1
24662374,0.28798,-0.33625,-0.48902,-0.9713,-0.37715,2,Dimension 1
24662375,0.54314,-0.17733,0.18881,-0.18866,0.09149,4,Dimension 1
24662376,0.0422,-0.12665,-0.3407,-0.30426,-0.18235,3,Dimension 1
24662377,-0.01126,-0.16258,-0.10776,-0.41165,-0.17331,3,Dimension 1
24662378,-0.021,-0.43209,0.0573,-0.90871,-0.32613,2,Dimension 3
24662379,-0.16007,-0.73991,-0.59055,-1.05403,-0.63614,1,Dimension 1
24662380,0.10774,-0.29075,-0.28086,-1.25364,-0.42938,2,Dimension 1
24662381,0.82951,-0.13052,-0.08257,-0.61987,-0.00086,3,Dimension 1
24662382,-0.07598,-0.26073,-0.79425,-1.37412,-0.62627,1,Dimension 1
24662383,1.1372,-0.2996,0.46049,-1.01462,0.07087,4,Dimension 1
24662384,0.34176,-0.10647,-0.37714,-0.83159,-0.24336,2,Dimension 1
24662385,0.20855,0.27275,-0.16306,-1.31578,-0.24938,2,Dimension 2
24662386,0.57391,-0.86179,-0.08746,-1.25839,-0.40843,2,Dimension 1
24662387,2.46713,-0.84976,0.37115,1.23883,0.80684,5,Dimension 1
24662388,0.15159,-0.45046,-0.89827,-0.88983,-0.52174,1,Dimension 1
24662389,-0.06047,-0.38523,-0.53732,-0.69181,-0.41871,2,Dimension 1
24662390,0.18281,-1.22099,-0.47005,-0.32117,-0.45735,1,Dimension 1
24662391,0.76287,-0.46291,-0.38578,0.47293,0.09678,4,Dimension 1
24662392,1.45211,0.36766,-0.33764,0.40494,0.47177,5,Dimension 1
24662393,-0.31861,-0.26996,-0.58835,-1.33649,-0.62835,1,Dimension 2
24662394,0.44757,2.62836,-1.33848,-0.0462,0.42281,5,Dimension 2
24662395,-0.43201,-0.59223,-0.83127,-0.4447,-0.57505,1,Dimension 1
24662396,-0.35871,-0.44122,-0.85045,-0.74118,-0.59789,1,Dimension 1
24662397,0.04196,0.07733,-0.75897,-0.80398,-0.36092,2,Dimension 2
24662398,0.59399,0.07687,-0.89496,-0.07243,-0.07413,3,Dimension 1
24662399,0.89973,-0.18254,-0.80892,0.39495,0.0758,4,Dimension 1
24662400,0.46588,-0.35911,-0.4258,-0.47645,-0.19887,3,Dimension 1
24662401,0.18987,0.43258,-0.75507,-1.02054,-0.28829,2,Dimension 2
24662402,0.49689,-0.6699,-0.68478,0.43257,-0.10631,3,Dimension 1
24662403,0.23402,-0.4968,-0.02016,-0.7006,-0.24589,2,Dimension 1
24662404,2.03691,-0.61104,0.99236,-0.05609,0.59054,5,Dimension 1
24662405,1.32551,-0.09289,0.49027,0.29951,0.5056,5,Dimension 1
24662408,0.44493,-0.42291,-0.18608,-1.27491,-0.35975,2,Dimension 1
24662409,0.72655,-0.24242,-0.21109,-1.1426,-0.21739,2,Dimension 1
24662410,0.14095,-0.2537,-0.7175,-1.10681,-0.48426,1,Dimension 1
24662411,1.8868,-0.70705,0.36727,0.79319,0.58505,5,Dimension 1
24662412,1.10413,-0.69558,0.19116,0.17128,0.19275,4,Dimension 1
24662413,0.64318,-0.10083,-0.0866,-0.03302,0.10568,4,Dimension 1
24662414,1.16502,0.263,-0.38244,-0.24926,0.19908,4,Dimension 1
24662415,0.97226,-0.33968,-0.38068,-0.59051,-0.08465,3,Dimension 1
24662416,0.41216,-0.17674,0.20322,-0.52494,-0.02158,3,Dimension 1
24662417,0.55952,-0.05253,-0.61267,-0.5948,-0.17512,3,Dimension 1
24662418,1.63097,-1.24254,0.44853,-0.25364,0.14583,4,Dimension 1
24662419,3.21246,-1.16449,1.63414,1.67895,1.34026,5,Dimension 1
24662420,1.1277,0.04596,-0.7061,-0.28631,0.04531,3,Dimension 1
24662421,-0.01715,-0.33914,-0.01642,-0.42421,-0.19923,3,Dimension 3
24662422,-0.05786,-0.55833,-0.41419,-0.60533,-0.40893,2,Dimension 1
24662423,-0.30892,-0.83178,-0.74891,-1.40803,-0.82441,1,Dimension 1
24662424,-0.56597,-0.2377,-0.96625,-1.04098,-0.70272,1,Dimension 2
24662425,-0.47627,-0.50086,-0.64853,-0.6598,-0.57136,1,Dimension 1
24662426,0.38245,-0.30816,-1.37581,1.08158,-0.05498,3,Dimension 4
24662427,-0.31938,-0.44885,-0.69352,-0.71236,-0.54353,1,Dimension 1
24662428,0.15196,0.91141,-0.13292,0.87558,0.45151,5,Dimension 2
24662429,-0.23103,-0.25654,-1.00626,-0.51905,-0.50322,1,Dimension 1
24662430,0.32619,-0.51689,0.26962,0.33608,0.10375,4,Dimension 4
24662431,-0.16393,0.87958,-0.68812,-0.62887,-0.15033,3,Dimension 2
24662432,-0.18495,-0.6081,-0.46877,-0.42485,-0.42167,2,Dimension 1
24662433,1.0076,-0.54689,1.17266,0.55589,0.54731,5,Dimension 3
24662434,0.27982,-0.21466,-0.04991,-0.54511,-0.13246,3,Dimension 1
24662435,0.17541,-0.65756,-0.91115,-0.60996,-0.50081,1,Dimension 1
24662436,-0.62559,-1.34084,-0.89672,-1.92781,-1.19774,1,Dimension 1
24662439,1.04256,2.76607,-1.45957,1.52517,0.96856,5,Dimension 2
24662440,1.12935,1.60426,-1.595,0.93335,0.51799,5,Dimension 2
24662442,1.74717,0.07755,-0.6529,1.25444,0.60656,5,Dimension 1
24662444,0.69413,0.9905,-0.91278,-0.70404,0.01696,3,Dimension 2
24662445,2.16574,1.75171,-0.92614,0.67144,0.91569,5,Dimension 1
24662447,0.68671,-0.63905,1.18487,-0.99614,0.0591,4,Dimension 3
24662448,3.48447,-0.96793,0.55328,1.57764,1.16186,5,Dimension 1
24662449,0.4778,0.35711,-0.31802,-0.85003,-0.08328,3,Dimension 1
24662450,1.56189,-1.17328,0.06614,-0.16191,0.07321,4,Dimension 1
24662452,2.00336,0.32648,-0.61087,1.07984,0.6997,5,Dimension 1
24662453,2.46963,1.39555,-0.20119,0.96762,1.1579,5,Dimension 1
24662454,2.15312,1.6735,-0.8938,1.12811,1.01523,5,Dimension 1
24662455,1.07418,-0.0521,0.54888,-0.57539,0.24889,4,Dimension 1
24662456,1.70647,-0.64871,0.5278,-0.19926,0.34657,4,Dimension 1
24662457,0.94833,0.26143,0.1789,-1.52039,-0.03293,3,Dimension 1
24662458,0.51913,0.9296,0.87023,-1.76876,0.13755,4,Dimension 2
24662459,0.57932,-0.53466,-0.72888,-1.33778,-0.5055,1,Dimension 1
24662460,-0.25924,-0.88413,-0.85582,-1.57282,-0.893,1,Dimension 1
24662461,0.29185,-0.75821,-0.68847,-1.84786,-0.75067,1,Dimension 1
24662463,1.23775,1.40619,-1.68397,-0.043,0.22924,4,Dimension 2
24662465,0.92146,0.14113,-0.11052,-1.01074,-0.01467,3,Dimension 1
24662466,1.17319,-0.2616,-0.07676,-0.70515,0.03242,3,Dimension 1
24662467,-0.45426,0.09811,-1.20935,-1.56999,-0.78387,1,Dimension 2
24662468,-0.10147,-0.56127,-0.92933,-0.61566,-0.55193,1,Dimension 1
24662469,-0.21468,-0.36326,-0.67154,-1.38746,-0.65923,1,Dimension 1
24662470,0.01384,-0.33725,-0.52254,-1.8049,-0.66272,1,Dimension 1
24662471,0.24505,0.11549,-0.28343,-0.50472,-0.1069,3,Dimension 1
24662472,0.78797,-0.21485,-0.51364,-0.38295,-0.08087,3,Dimension 1
24662473,0.86885,0.03396,0.49497,-0.81374,0.14601,4,Dimension 1
24662474,0.69021,-0.62518,-0.55342,-0.65789,-0.28657,2,Dimension 1
24662475,0.72397,-0.16463,0.24248,0.29306,0.27372,4,Dimension 1
24662476,1.17898,-0.54029,-0.14518,-0.03106,0.11561,4,Dimension 1
24662477,0.35496,-0.13077,-0.44928,-0.3237,-0.1372,3,Dimension 1
24662478,2.75853,-0.11193,1.31956,1.34226,1.3271,5,Dimension 1
24662479,0.18353,-0.56881,-0.89435,-0.58459,-0.46605,1,Dimension 1
24662480,0.15145,0.20093,-0.95532,-0.33939,-0.23558,2,Dimension 2
24662483,2.36814,-0.95594,0.79903,0.4978,0.67726,5,Dimension 1
24662484,1.88764,-1.23329,0.6992,1.25606,0.6524,5,Dimension 1
24662485,2.03958,2.9523,1.29009,-0.33977,1.48555,5,Dimension 2
24662486,2.04923,-0.37683,0.67186,0.72597,0.76756,5,Dimension 1
24662489,1.7898,-0.70048,0.88171,-0.01836,0.48817,5,Dimension 1
24662490,1.70197,-0.37988,0.92292,-0.46275,0.44557,5,Dimension 1
24662491,3.02044,-1.11978,0.72916,1.14351,0.94333,5,Dimension 1
24662492,2.98039,-1.42773,1.89002,2.07718,1.37997,5,Dimension 1
24662493,1.39087,0.25355,0.47851,-0.47132,0.4129,5,Dimension 1
24662494,1.47941,-0.06453,0.72475,-0.3502,0.44736,5,Dimension 1
24662495,0.92424,0.79019,0.2817,-1.96175,0.00859,3,Dimension 1
24662496,1.44738,0.29404,0.24956,-2.55057,-0.1399,3,Dimension 1
24662497,1.45646,1.05558,0.26678,-2.81176,-0.00824,3,Dimension 1
24662498,0.98103,-0.05258,0.46512,-2.01046,-0.15422,3,Dimension 1
