CSDUID,CSD_name,outcome,n_DA,model_type,test_type,r2,aic,coef_json
4811061,,canopy_proportion_road,1317,SAC,SAC (all significant),0.7853,2038.69,"{""rho"":0.9168,""lambda"":-0.1987,""(Intercept)"":0.0211,""Ethno.cultural.Composition"":-0.0798,""Economic.Dependency"":-0.0689,""CISV.Scores"":0.0336,""total_area_km2_road"":-0.0497}"
4811062,,canopy_proportion_da,98,SAC,SAC (all significant),0.6272,219.54,"{""rho"":0.8685,""lambda"":-0.4158,""(Intercept)"":0.0342,""Ethno.cultural.Composition"":-0.0151,""Economic.Dependency"":0.074,""CISV.Scores"":0.0283,""total_area_km2_da"":-0.1568}"
4811062,,canopy_proportion_road,98,SAC,SAC (all significant),0.656,213.56,"{""rho"":-0.1334,""lambda"":0.9168,""(Intercept)"":0.4255,""Ethno.cultural.Composition"":0.0344,""Economic.Dependency"":-0.0502,""CISV.Scores"":-0.1765,""total_area_km2_road"":-0.1771}"
4819012,,canopy_proportion_da,94,SLM,SLM,0.365,242.9,"{""rho"":0.5415,""(Intercept)"":-0.0359,""Ethno.cultural.Composition"":-0.2282,""Economic.Dependency"":0.1697,""CISV.Scores"":0.039,""total_area_km2_da"":-0.0317}"
4819012,,canopy_proportion_road,94,SAC,SAC (all significant),0.485,232.28,"{""rho"":0.6967,""lambda"":-0.3767,""(Intercept)"":0.0424,""Ethno.cultural.Composition"":-0.2135,""Economic.Dependency"":0.0932,""CISV.Scores"":0.1632,""total_area_km2_road"":-0.1324}"
5901022,,canopy_proportion_da,37,OLS,OLS,0.4733,92.26,"{""(Intercept)"":8.3639e-17,""Ethno.cultural.Composition"":0.102,""Economic.Dependency"":-0.0495,""CISV.Scores"":-0.3225,""total_area_km2_da"":0.6579}"
5901022,,canopy_proportion_road,37,OLS,OLS,0.2546,105.12,"{""(Intercept)"":-5.6314e-17,""Ethno.cultural.Composition"":0.3472,""Economic.Dependency"":0.3929,""CISV.Scores"":-0.1884,""total_area_km2_road"":0.1895}"
5907041,,canopy_proportion_da,61,OLS,OLS,0.2015,170.38,"{""(Intercept)"":-1.5143e-16,""Ethno.cultural.Composition"":-0.0418,""Economic.Dependency"":-0.2574,""CISV.Scores"":-0.0388,""total_area_km2_da"":0.3229}"
5907041,,canopy_proportion_road,61,SLM,SLM,0.2787,168.41,"{""rho"":0.4204,""(Intercept)"":0.0043,""Ethno.cultural.Composition"":-0.1418,""Economic.Dependency"":-0.2878,""CISV.Scores"":0.2636,""total_area_km2_road"":-0.0257}"
5909052,,canopy_proportion_da,223,SLM,SLM,0.4576,528.75,"{""rho"":0.6395,""(Intercept)"":-0.0135,""Ethno.cultural.Composition"":-0.1601,""Economic.Dependency"":-0.0714,""CISV.Scores"":-0.0576,""total_area_km2_da"":-0.05}"
5909052,,canopy_proportion_road,223,SEM,SEM,0.311,578.33,"{""lambda"":0.5837,""(Intercept)"":-0.007,""Ethno.cultural.Composition"":-0.4479,""Economic.Dependency"":-0.0926,""CISV.Scores"":0.0886,""total_area_km2_road"":-0.115}"
5915001,,canopy_proportion_da,163,SLM,SLM,0.4583,390.81,"{""rho"":0.6408,""(Intercept)"":-0.0185,""Ethno.cultural.Composition"":-0.1049,""Economic.Dependency"":0.0087,""CISV.Scores"":0.0683,""total_area_km2_da"":0.1973}"
5915001,,canopy_proportion_road,163,SLM,SLM,0.5641,357.86,"{""rho"":0.6806,""(Intercept)"":-0.025,""Ethno.cultural.Composition"":0.0191,""Economic.Dependency"":0.1842,""CISV.Scores"":-0.0464,""total_area_km2_road"":0.1726}"
5915002,,canopy_proportion_da,40,SLM,SLM,0.6684,84.22,"{""rho"":0.4525,""(Intercept)"":0.0095,""Ethno.cultural.Composition"":-0.2851,""Economic.Dependency"":-0.3677,""CISV.Scores"":-0.0127,""total_area_km2_da"":-0.3724}"
5915002,,canopy_proportion_road,40,OLS,OLS,0.4465,100.84,"{""(Intercept)"":-3.6166e-17,""Ethno.cultural.Composition"":-0.4026,""Economic.Dependency"":-0.401,""CISV.Scores"":0.0127,""total_area_km2_road"":-0.4979}"
5915004,,canopy_proportion_da,665,SLM,SLM,0.3488,1667.62,"{""rho"":0.6271,""(Intercept)"":-0.0309,""Ethno.cultural.Composition"":-0.0966,""Economic.Dependency"":-0.0054,""CISV.Scores"":-0.0106,""total_area_km2_da"":0.0268}"
5915004,,canopy_proportion_road,665,SAC,SAC (all significant),0.5706,1486.19,"{""rho"":0.8759,""lambda"":-0.4129,""(Intercept)"":0.0025,""Ethno.cultural.Composition"":-0.0171,""Economic.Dependency"":0.0574,""CISV.Scores"":-0.0172,""total_area_km2_road"":0.0118}"
5915007,,canopy_proportion_da,35,SEM,SEM,0.8037,60.52,"{""lambda"":0.7193,""(Intercept)"":-0.0197,""Ethno.cultural.Composition"":-0.0187,""Economic.Dependency"":0.0145,""CISV.Scores"":0.2994,""total_area_km2_da"":0.8832}"
5915007,,canopy_proportion_road,35,SAC,SAC,0.5653,96.68,"{""rho"":-0.545,""lambda"":0.8802,""(Intercept)"":-0.0263,""Ethno.cultural.Composition"":-0.2459,""Economic.Dependency"":-0.0846,""CISV.Scores"":0.3435,""total_area_km2_road"":0.2439}"
5915011,,canopy_proportion_da,169,SLM,SLM,0.3536,428.39,"{""rho"":0.5253,""(Intercept)"":-0.0188,""Ethno.cultural.Composition"":-0.249,""Economic.Dependency"":-0.0618,""CISV.Scores"":0.0505,""total_area_km2_da"":-0.1411}"
5915011,,canopy_proportion_road,169,SLM,SLM,0.5456,373.57,"{""rho"":0.6244,""(Intercept)"":0.0138,""Ethno.cultural.Composition"":-0.2208,""Economic.Dependency"":0.0051,""CISV.Scores"":-0.0297,""total_area_km2_road"":-0.1619}"
5915022,,canopy_proportion_da,1015,SLM,SLM,0.5462,2181.57,"{""rho"":0.6594,""(Intercept)"":0.0041,""Ethno.cultural.Composition"":-0.1444,""Economic.Dependency"":0.162,""CISV.Scores"":-0.1679,""total_area_km2_da"":0.1163}"
5915022,,canopy_proportion_road,1015,SLM,SLM,0.4838,2313.53,"{""rho"":0.6628,""(Intercept)"":0.0167,""Ethno.cultural.Composition"":-0.0713,""Economic.Dependency"":0.1709,""CISV.Scores"":-0.2247,""total_area_km2_road"":-0.0999}"
5915025,,canopy_proportion_da,322,SAC,SAC (all significant),0.4531,801.65,"{""rho"":0.7488,""lambda"":-0.7082,""(Intercept)"":-0.0304,""Ethno.cultural.Composition"":-0.1205,""Economic.Dependency"":0.0442,""CISV.Scores"":0.0659,""total_area_km2_da"":0.2564}"
5915025,,canopy_proportion_road,322,SLM,SLM,0.4186,775.54,"{""rho"":0.5896,""(Intercept)"":0.0042,""Ethno.cultural.Composition"":-0.1938,""Economic.Dependency"":0.1487,""CISV.Scores"":-0.012,""total_area_km2_road"":0.0007}"
5915029,,canopy_proportion_da,91,SAC,SAC,0.1849,256.7,"{""rho"":0.3274,""lambda"":0.0781,""(Intercept)"":0.0064,""Ethno.cultural.Composition"":-0.2444,""Economic.Dependency"":-0.1936,""CISV.Scores"":0.1298,""total_area_km2_da"":0.0113}"
5915029,,canopy_proportion_road,91,SLM,SLM,0.2464,247.19,"{""rho"":0.3048,""(Intercept)"":0.0097,""Ethno.cultural.Composition"":-0.2608,""Economic.Dependency"":-0.0905,""CISV.Scores"":-0.1492,""total_area_km2_road"":-0.1153}"
5915034,,canopy_proportion_da,192,SAC,SAC (all significant),0.3817,494,"{""rho"":0.6027,""lambda"":-0.609,""(Intercept)"":-0.0573,""Ethno.cultural.Composition"":-0.061,""Economic.Dependency"":0.0489,""CISV.Scores"":-0.0417,""total_area_km2_da"":0.322}"
5915034,,canopy_proportion_road,192,SAC,SAC,0.1622,526.97,"{""rho"":0.1709,""lambda"":0.0454,""(Intercept)"":-0.0209,""Ethno.cultural.Composition"":-0.1822,""Economic.Dependency"":-0.0809,""CISV.Scores"":0.089,""total_area_km2_road"":0.2964}"
5915039,,canopy_proportion_da,85,SAC,SAC,0.1469,245.29,"{""rho"":-0.0277,""lambda"":0.3914,""(Intercept)"":-0.0495,""Ethno.cultural.Composition"":-0.271,""Economic.Dependency"":-0.0769,""CISV.Scores"":0.0961,""total_area_km2_da"":0.0392}"
5915039,,canopy_proportion_road,85,OLS,OLS,0.1245,240.91,"{""(Intercept)"":-9.6558e-17,""Ethno.cultural.Composition"":-0.4146,""Economic.Dependency"":0.0174,""CISV.Scores"":0.1769,""total_area_km2_road"":-0.0324}"
5915043,,canopy_proportion_da,40,OLS,OLS,0.2955,110.49,"{""(Intercept)"":-2.122e-17,""Ethno.cultural.Composition"":0.0625,""Economic.Dependency"":0.0683,""CISV.Scores"":-0.1916,""total_area_km2_da"":0.4918}"
5915043,,canopy_proportion_road,40,OLS,OLS,0.0668,121.74,"{""(Intercept)"":-1.8905e-16,""Ethno.cultural.Composition"":-0.0318,""Economic.Dependency"":0.0432,""CISV.Scores"":0.0369,""total_area_km2_road"":0.2573}"
5915046,,canopy_proportion_da,133,SLM,SLM,0.4612,313.54,"{""rho"":0.4331,""(Intercept)"":-0.0704,""Ethno.cultural.Composition"":0.0479,""Economic.Dependency"":0.1646,""CISV.Scores"":-0.0806,""total_area_km2_da"":0.5047}"
5915046,,canopy_proportion_road,133,SLM,SLM,0.4438,321.43,"{""rho"":0.5443,""(Intercept)"":-0.0407,""Ethno.cultural.Composition"":0.0813,""Economic.Dependency"":0.0469,""CISV.Scores"":-0.0574,""total_area_km2_road"":0.4486}"
5915051,,canopy_proportion_da,79,SLM,SLM,0.2931,212.99,"{""rho"":0.448,""(Intercept)"":-0.0141,""Ethno.cultural.Composition"":0.032,""Economic.Dependency"":0.1237,""CISV.Scores"":-0.2658,""total_area_km2_da"":0.0653}"
5915051,,canopy_proportion_road,79,OLS,OLS,0.0486,231.25,"{""(Intercept)"":-6.2027e-17,""Ethno.cultural.Composition"":0.0182,""Economic.Dependency"":-0.0351,""CISV.Scores"":-0.2433,""total_area_km2_road"":-0.1235}"
5915055,,canopy_proportion_da,79,SLM,SLM,0.7088,145.59,"{""rho"":0.5836,""(Intercept)"":-0.0382,""Ethno.cultural.Composition"":-0.0826,""Economic.Dependency"":-0.1189,""CISV.Scores"":-0.0804,""total_area_km2_da"":0.5143}"
5915055,,canopy_proportion_road,79,SLM,SLM,0.6172,172.43,"{""rho"":0.7515,""(Intercept)"":0.0278,""Ethno.cultural.Composition"":-0.0922,""Economic.Dependency"":-0.1662,""CISV.Scores"":-0.1417,""total_area_km2_road"":-0.0976}"
5917021,,canopy_proportion_da,190,SLM,SLM,0.5792,398.94,"{""rho"":0.5268,""(Intercept)"":-0.0045,""Ethno.cultural.Composition"":-0.1959,""Economic.Dependency"":0.1415,""CISV.Scores"":-0.1219,""total_area_km2_da"":0.2106}"
5917021,,canopy_proportion_road,190,SLM,SLM,0.6362,373.59,"{""rho"":0.5714,""(Intercept)"":-0.0134,""Ethno.cultural.Composition"":-0.1945,""Economic.Dependency"":0.0907,""CISV.Scores"":-0.1105,""total_area_km2_road"":0.2077}"
5917030,,canopy_proportion_da,35,SAC,SAC,0.4047,98.82,"{""rho"":0.4649,""lambda"":0.3265,""(Intercept)"":-0.0048,""Ethno.cultural.Composition"":0.1349,""Economic.Dependency"":0.2243,""CISV.Scores"":-0.3049,""total_area_km2_da"":0.0452}"
5917030,,canopy_proportion_road,35,SLM,SLM,0.3008,101.72,"{""rho"":0.477,""(Intercept)"":-0.0179,""Ethno.cultural.Composition"":0.069,""Economic.Dependency"":0.2399,""CISV.Scores"":-0.0913,""total_area_km2_road"":0.1642}"
5917034,,canopy_proportion_da,142,SLM,SLM,0.5216,328.68,"{""rho"":0.7003,""(Intercept)"":-0.0117,""Ethno.cultural.Composition"":-0.0718,""Economic.Dependency"":0.0962,""CISV.Scores"":-0.1054,""total_area_km2_da"":0.0341}"
5917034,,canopy_proportion_road,142,SLM,SLM,0.4527,343.59,"{""rho"":0.6275,""(Intercept)"":0.0035,""Ethno.cultural.Composition"":-0.0606,""Economic.Dependency"":0.0878,""CISV.Scores"":-0.1775,""total_area_km2_road"":-0.0601}"
5921007,,canopy_proportion_da,150,SLM,SLM,0.3609,378.1,"{""rho"":0.458,""(Intercept)"":-0.0318,""Ethno.cultural.Composition"":0.023,""Economic.Dependency"":0.0996,""CISV.Scores"":-0.1572,""total_area_km2_da"":0.3375}"
5921007,,canopy_proportion_road,150,SAC,SAC,0.2119,413.21,"{""rho"":-0.0025,""lambda"":0.5064,""(Intercept)"":0.041,""Ethno.cultural.Composition"":0.0059,""Economic.Dependency"":0.194,""CISV.Scores"":-0.0636,""total_area_km2_road"":0.1282}"
5923008,,canopy_proportion_da,35,OLS,OLS,0.389,93.07,"{""(Intercept)"":-1.5243e-16,""Ethno.cultural.Composition"":0.0903,""Economic.Dependency"":0.1591,""CISV.Scores"":-0.473,""total_area_km2_da"":0.3713}"
5923008,,canopy_proportion_road,35,SLM,SLM,0.4332,93.9,"{""rho"":0.4295,""(Intercept)"":-0.0303,""Ethno.cultural.Composition"":-0.1326,""Economic.Dependency"":-0.048,""CISV.Scores"":-0.1438,""total_area_km2_road"":0.3294}"
5926010,,canopy_proportion_da,44,OLS,OLS,0.3431,117.36,"{""(Intercept)"":-3.0362e-17,""Ethno.cultural.Composition"":-0.0656,""Economic.Dependency"":-0.2654,""CISV.Scores"":-0.2206,""total_area_km2_da"":0.5152}"
5926010,,canopy_proportion_road,44,OLS,OLS,0.0747,132.44,"{""(Intercept)"":8.4234e-17,""Ethno.cultural.Composition"":-0.2105,""Economic.Dependency"":-0.1875,""CISV.Scores"":-0.0456,""total_area_km2_road"":0.0932}"
5935010,,canopy_proportion_da,167,SAC,SAC,0.2917,453.07,"{""rho"":-0.349,""lambda"":0.7045,""(Intercept)"":-0.0278,""Ethno.cultural.Composition"":-0.1179,""Economic.Dependency"":0.1135,""CISV.Scores"":-0.067,""total_area_km2_da"":-0.1433}"
5935010,,canopy_proportion_road,167,SLM,SLM,0.2098,451.99,"{""rho"":0.3766,""(Intercept)"":0.0168,""Ethno.cultural.Composition"":-0.1367,""Economic.Dependency"":-0.0166,""CISV.Scores"":0.0531,""total_area_km2_road"":-0.2274}"
5955034,,canopy_proportion_da,33,OLS,OLS,0.3679,89.5,"{""(Intercept)"":6.8138e-17,""Ethno.cultural.Composition"":-0.2629,""Economic.Dependency"":0.0605,""CISV.Scores"":-0.2808,""total_area_km2_da"":0.3223}"
5955034,,canopy_proportion_road,33,OLS,OLS,0.3436,90.74,"{""(Intercept)"":1.0377e-16,""Ethno.cultural.Composition"":-0.2086,""Economic.Dependency"":0.3171,""CISV.Scores"":-0.3219,""total_area_km2_road"":-0.339}"
